C++ parallel 2 | Size 28 | 35.794 seconds | 2118.28 | [ 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 15 27 ]
C++ parallel 4 | Size 28 | 32.676 seconds | 2118.28 | [ 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 15 27 ]
C++ parallel 8 | Size 28 | 28.118 seconds | 2118.28 | [ 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 15 27 ]
C++ parallel 16 | Size 28 | 26.221 seconds | 2118.28 | [ 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 15 27 ]
C++ parallel 32 | Size 28 | 25.860 seconds | 2118.28 | [ 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 15 27 ]
C++ parallel 1 | Size 29 | 49.031 seconds | 2122.19 | [ 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 4 10 20 7 1 2 24 0 18 3 21 27 15 28 ]
C++ parallel 2 | Size 29 | 25.161 seconds | 2122.19 | [ 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 4 10 20 7 1 2 24 0 18 3 21 27 15 28 ]
C++ parallel 4 | Size 29 | 22.197 seconds | 2122.19 | [ 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 4 10 20 7 1 2 24 0 18 3 21 27 15 28 ]
C++ parallel 8 | Size 29 | 19.127 seconds | 2122.19 | [ 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 4 10 20 7 1 2 24 0 18 3 21 27 15 28 ]
C++ parallel 16 | Size 29 | 19.286 seconds | 2122.19 | [ 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 4 10 20 7 1 2 24 0 18 3 21 27 15 28 ]
C++ parallel 32 | Size 29 | 18.819 seconds | 2122.19 | [ 13 25 5 22 12 6 19 16 14 17 9 23 11 8 26 4 10 20 7 1 2 24 0 18 3 21 27 15 28 ]
C++ parallel 1 | Size 30 | 235.528 seconds | 2216.76 | [ 27 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 28 15 29 ]
C++ parallel 2 | Size 30 | 151.188 seconds | 2216.76 | [ 27 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 28 15 29 ]
C++ parallel 4 | Size 30 | 98.473 seconds | 2216.76 | [ 27 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 28 15 29 ]
C++ parallel 8 | Size 30 | 81.753 seconds | 2216.76 | [ 27 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 28 15 29 ]
C++ parallel 16 | Size 30 | 73.378 seconds | 2216.76 | [ 27 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 28 15 29 ]
C++ parallel 32 | Size 30 | 67.008 seconds | 2216.76 | [ 27 21 3 18 0 24 2 1 7 20 10 4 26 8 11 23 9 17 14 16 19 6 12 22 5 25 13 28 15 29 ]
